Al	B	Ca	Cu	Fe	K	Mg	Mn	Na	P	Zn	N	C	Albox	Bbox	Cabox	Cubox	Febox	Kbox	Mgbox	Mnbox	Nabox	Pbox	Znbox	Nbox	Cbox	Alnorm	Bnorm	Canorm	Cunorm	Fenorm	Knorm	Mgnorm	Mnnorm	Nanorm	Pnorm	Znnorm	Nnorm	Cnorm
YL119	1708.61	16.31	13039.81	17.01	2285.89	16601.72	2427.34	112.84	3140.27	1709.28	16.78	11.77	401.67	37.89119907	1.09948109	11.39821716	2.313930017	57.4897318	26.41658664	279.8747779	5.382659846	122.0470766	9.785079797	1.945034324	3.957189414	80668.89445	-0.106413557	-0.477833997	-0.02124421	1.15378684	0.092181706	0.626368225	0.430727299	1.100334419	-0.934041501	0.956176539	0.235836786	-0.134944991	-0.035411754
YL121	1635.08	15.71	9289.87	12.3	1994.58	18022.18	2087.92	88.05	3953.9	1175.91	15.08	13.27	425.53	37.25083438	1.095585281	10.91592073	2.09571815	54.19048972	26.89297377	252.7633104	5.064731376	137.717552	9.161606602	1.896087989	4.25322058	90537.39045	-0.177956597	-0.60072585	-0.678941165	0.609228667	-0.250423463	0.934041501	-0.035411754	0.542359867	-0.592266244	0.00708093	-0.120666995	0.339194414	1.636691647
YL122	573.47	11.15	5254.47	6.5	809.53	11613.4	1268.22	43.95	7559.94	697.74	5.31	10.47	424.33	24.65072289	1.053828299	10.11921247	1.634584061	36.50071216	24.42316191	180.3224578	4.196496918	193.2591681	8.318554415	1.331528377	3.680331929	90027.47445	-1.693315232	-1.907180829	-2.121279302	-0.331703716	-1.693315232	-0.733461771	-1.536998056	-0.978790275	0.558839611	-1.636691647	-2.280148711	-0.430727299	1.471178175
YL123	1040.11	14.03	11212.43	8.59	1357.25	16462.68	2529.74	61.02	1336.03	1153.21	15.36	8.13	423.77	31.22299825	1.083080369	11.18269914	1.841529504	45.82220754	26.36818059	287.8048983	4.602475052	77.79528945	9.129561615	1.90462351	3.120132351	89790.00645	-0.978790275	-1.100334419	-0.177956597	0.092181706	-1.001915966	0.526026123	0.6436938	-0.250423463	-2.002809497	-0.049586409	-0.063771035	-1.271952968	1.373839467
YL124	819.33	12.65	5939.79	3.3	1095.18	20400.85	1793.82	28.03	2778.44	1537.52	9.53	9.87	414.8	28.4185863	1.070574536	10.28916555	1.094248152	41.70794378	27.62584807	228.079912	3.651585378	114.4490693	9.606882367	1.668182144	3.545068141	86029.02	-1.304420071	-1.411178153	-1.693315232	-1.693315232	-1.338323635	1.492404178	-0.526026123	-1.755955277	-1.025590291	0.678941165	-1.025590291	-0.60072585	0.84972099
YL125	1441.27	14.93	9235.56	3.71	1660.53	18278.21	2339.58	41.41	5489.49	1280.76	15.62	11.67	401.1	35.46954529	1.090097411	10.90763534	1.191517133	50.03899921	26.97554148	272.9908797	4.123614194	163.5151196	9.302536254	1.912372612	3.936611887	80440.105	-0.369353294	-0.771048869	-0.696883497	-1.492404178	-0.626368225	0.978790275	0.324231584	-1.025590291	-0.00708093	0.250423463	-0.02124421	-0.156414619	-0.092181706
YL126	1377.13	13.06	8906.93	3.53	1573.2	14938.1	2268.69	36.01	3903.83	789.02	11.4	8.2	417.97	34.84648007	1.074540369	10.85647753	1.150415124	48.87452364	25.81413772	267.3683551	3.953464421	136.8011464	8.514354339	1.760684915	3.138300859	87348.96045	-0.462018859	-1.304420071	-0.809758313	-1.584876705	-0.715053038	0.250423463	0.235836786	-1.450595047	-0.626368225	-1.240773954	-0.809758313	-1.240773954	1.025590291
YL129	1078.91	14.28	7364.06	14.45	1677.6	15645.77	2138.73	96.77	1340.09	934.22	15.68	8.37	424.33	31.67526135	1.085110061	10.58904419	2.205457693	50.26240229	26.07680875	256.9088523	5.185257352	77.92036362	8.786152517	1.914137404	3.182013471	90027.47445	-0.912354903	-1.001915966	-1.240773954	0.912354903	-0.609228667	0.354233577	0.077968503	0.809758313	-1.907180829	-0.678941165	-0.00708093	-1.15378684	1.471178175
YL130	1238.09	13.79	6431.16	4.07	1468.84	21534.73	1767.69	35.23	2183.75	1599.37	14.18	10.03	415.4	33.42909424	1.081069084	10.39977255	1.267251632	47.43227629	27.9507717	225.8251024	3.926913489	100.8331312	9.673090145	1.86721374	3.58164358	86278.08	-0.678941165	-1.126658238	-1.536998056	-1.373839467	-0.829574037	1.755955277	-0.609228667	-1.536998056	-1.304420071	0.771048869	-0.26506362	-0.558839611	0.89108913
YL131	486.19	13.21	6076.95	2.44	545.09	13455.18	1471.62	23.42	1087.17	1733.81	13.37	7.07	435.43	23.06464095	1.075935329	10.32090082	0.835546989	30.60323398	25.22881258	199.4553045	3.437561774	69.74171112	9.809157876	1.839142237	2.831794477	94799.14245	-1.826356298	-1.271952968	-1.584876705	-2.280148711	-2.121279302	-0.106413557	-1.210756606	-2.121279302	-2.280148711	1.025590291	-0.462018859	-1.610243846	2.002809497
YL132	2883.06	20.68	9820.05	46.66	4634.67	19209.49	2808.35	280.01	1086.71	1375.89	36.4	12.93	395.2	46.34040903	1.121570262	10.99444078	2.92973214	77.9422423	27.26809277	308.8679757	6.584486522	69.7260423	9.421410236	2.259013175	4.188083123	78091.02	1.18179227	0.696883497	-2.533299536	2.533299536	1.826356298	1.240773954	1.240773954	2.533299536	-2.533299536	0.477833997	1.755955277	0.243123658	-0.477833997
YL133	622.47	15.19	7873.96	3.65	793.8	15156.01	1976.7	27.27	1831.64	1138	14.44	11	438.47	25.47417107	1.091983547	10.68295118	1.178075691	36.18470107	25.89608868	243.5717141	3.618709611	91.90967327	9.107760334	1.875791473	3.795731327	96127.47045	-1.584876705	-0.696883497	-1.049853854	-1.536998056	-1.755955277	0.324231584	-0.309340999	-1.826356298	-1.450595047	-0.106413557	-0.206810069	-0.26506362	2.121279302
YL134	1194.41	10.76	6976.85	8.73	1472.96	15815.95	1527.99	61.84	3422.02	999.69	11.53	6.9	418.47	32.96292327	1.048783934	10.5134549	1.853269387	47.49032972	26.13851934	204.6009156	4.619142299	127.6742492	8.896048761	1.766383298	2.783016507	87558.07045	-0.790255566	-2.121279302	-1.373839467	0.106413557	-0.809758313	0.430727299	-1.15378684	-0.192363314	-0.829574037	-0.462018859	-0.771048869	-1.755955277	1.100334419
YL135	1714.3	15.13	10539.74	15.95	2216.54	14517.71	1694.63	102.26	4476.41	998.23	11.04	6.93	410.83	37.94001245	1.091553512	11.09473954	2.271452696	56.72768813	25.65322941	219.4618692	5.255971436	146.9652995	8.89367193	1.744459869	2.791680036	84390.14445	-0.077968503	-0.733461771	-0.384557925	1.074751777	0.00708093	0.149250552	-0.829574037	0.912354903	-0.430727299	-0.477833997	-0.870218897	-1.693315232	0.575472548
YL137	2205.61	20.62	12743.57	5.64	2611.12	23401.46	2363.66	59.95	5037.46	1570.28	25.05	13.37	392	41.81569083	1.12132496	11.36533523	1.525910413	60.89446982	28.45636079	274.8880064	4.580404759	156.3309629	9.642252646	2.116038867	4.272174286	76831.5	0.558839611	0.678941165	-0.049586409	-0.626368225	0.446318449	1.907180829	0.369353294	-0.294518693	-0.134944991	0.715053038	0.934041501	0.399851988	-0.678941165
YL138	2194	17.4	13465.11	6.57	2619.9	13618.46	1705.22	54.91	5266.67	1012.5	16.03	9.63	404.87	41.73085468	1.105931036	11.44418915	1.642694094	60.98284821	25.2957804	220.3897	4.471161037	160.0110954	8.91676575	1.924262263	3.489483879	81959.35845	0.542359867	-0.106413557	0.077968503	-0.301921554	0.462018859	-0.077968503	-0.790255566	-0.415240161	-0.092181706	-0.430727299	0.077968503	-0.68788465	0.206810069
YL139	1400.07	13.43	10240.48	12.62	1747.67	8229.87	2020.28	80.44	7857.94	762.94	9.23	9.63	424.8	35.07141219	1.077930008	11.05385911	2.113390109	51.16578952	22.61973907	247.1929854	4.949933805	197.1968197	8.460655649	1.651170861	3.489483879	90227.02	-0.415240161	-1.210756606	-0.477833997	0.626368225	-0.526026123	-1.755955277	-0.149250552	0.279760815	0.6436938	-1.411178153	-1.074751777	-0.68788465	1.536998056
YL140	1682.37	20.1	13537.8	18.54	2347.23	23795.67	2588.12	118.56	1686.36	1345.42	24.45	12.43	410.53	37.6647366	1.119143384	11.45190636	2.370159899	58.15257557	28.55887569	292.2789081	5.44654404	87.98763432	9.384189657	2.106232402	4.090262811	84266.94045	-0.134944991	0.626368225	0.134944991	1.338323635	0.177956597	2.121279302	0.678941165	1.18179227	-1.492404178	0.430727299	0.84972099	0.092181706	0.526026123
YL142	1931.78	13.57	20037.12	10.82	2355.83	9778.28	1569.85	82.8	5433.41	731.9	13.8	8.3	400.23	39.73302712	1.079168731	12.01819057	2.006493221	58.24469512	23.50850309	208.3818751	4.986596308	162.6397922	8.394474196	1.854307588	3.164083867	80091.52645	0.250423463	-1.18179227	1.100334419	0.384557925	0.192363314	-1.271952968	-1.025590291	0.384557925	-0.02124421	-1.492404178	-0.339194414	-1.18179227	-0.149250552
YL143	819.23	14.85	7340.17	7.08	1083.18	20042.58	2065.1	47.81	5362.97	1148.25	16.08	9.8	408.23	28.41721255	1.089505004	10.58449246	1.69893949	41.50640175	27.52010459	250.8907214	4.299961116	161.5341142	9.122481712	1.925685529	3.528946598	83325.36645	-1.338323635	-0.790255566	-1.271952968	-0.206810069	-1.411178153	1.338323635	-0.077968503	-0.6436938	-0.049586409	-0.063771035	0.106413557	-0.626368225	0.384557925
YL146	2440.53	18.07	24047.87	15.21	2797.8	11645.36	1992.19	108.09	3460.67	997.36	16.42	8.57	396.37	43.474241	1.109543485	12.28458445	2.239829648	62.73753806	24.43800797	244.8618177	5.327236132	128.4284271	8.892254061	1.935215587	3.23271603	78554.08845	0.809758313	0.077968503	1.492404178	1.001915966	0.661214792	-0.715053038	-0.221300119	1.001915966	-0.809758313	-0.493769569	0.163586723	-1.074751777	-0.430727299
YL147	1731.04	19.2	18068.61	14.11	2195.62	15678.67	2101.72	97.3	2330	1707.76	13.39	9.33	403.93	38.08302386	1.11511488	11.868025	2.189402214	56.49508223	26.08878169	253.8924751	5.192247368	104.3329307	9.783577252	1.8398614	3.418737619	81579.22245	-0.049586409	0.430727299	0.809758313	0.839604913	-0.02124421	0.369353294	0.00708093	0.84972099	-1.240773954	0.934041501	-0.446318449	-0.771048869	0.085072957
YL148	1189.16	15.41	9539.8	2.27	1422.58	12006.78	1513.23	30.29	2800.36	485.96	8.02	4.33	413.87	32.90616382	1.093534296	10.95345844	0.771932714	46.77380431	24.6036117	203.2596757	3.744588712	114.9225029	7.752218224	1.574590914	1.926600893	85643.68845	-0.809758313	-0.678941165	-0.6436938	-2.533299536	-0.89108913	-0.592266244	-1.18179227	-1.636691647	-1.001915966	-2.280148711	-1.373839467	-2.533299536	0.752122489
YL151	2125.54	21.45	18281.36	5.73	2399.03	17561.28	2017.16	55.69	4666.22	1380.09	17.56	12.73	396.77	41.22467774	1.124607421	11.88499386	1.538146929	58.70448815	26.74188194	246.9345852	4.488673172	150.1941943	9.426480529	1.965411032	4.149251698	78712.71645	0.462018859	0.84972099	0.870218897	-0.592266244	0.279760815	0.809758313	-0.163586723	-0.399851988	-0.354233577	0.493769569	0.354233577	0.163586723	-0.399851988
YL152	1315.18	23.14	10487.06	8.04	1539.93	11051.01	1659.04	66.62	12259.89	1172.47	12.06	12.3	399.1	34.22682317	1.130626146	11.08762485	1.793184157	48.4209743	24.15627659	216.3296782	4.712326631	248.6386719	9.156787613	1.78879032	4.064416867	79639.905	-0.592266244	1.049853854	-0.415240161	-0.014162215	-0.733461771	-0.89108913	-0.870218897	-0.106413557	1.826356298	-0.02124421	-0.678941165	0.035411754	-0.235836786
YL153	1209.11	17.87	7385.46	4.13	1477.18	12361.93	1766.25	40.78	5554.99	836.79	7.67	6.77	409.47	33.12100625	1.108490913	10.59310946	1.279124365	47.54969392	24.76240821	225.7005259	4.104882783	164.5320246	8.608569119	1.549631353	2.745192321	83832.34045	-0.771048869	0.063771035	-1.210756606	-1.304420071	-0.790255566	-0.415240161	-0.626368225	-1.074751777	0.00708093	-1.100334419	-1.492404178	-1.826356298	0.45415466
YL154	3422.46	23.86	19727.92	12.27	3842.47	18939.6	2207.95	102.82	4577.04	1220.36	21.57	12.53	378.7	49.47595917	1.132954134	11.99556992	2.09403439	71.92010282	27.18452853	262.5049633	5.262981429	148.6852035	9.222723822	2.054454766	4.110026394	71706.345	1.536998056	1.126658238	1.074751777	0.592266244	1.492404178	1.15378684	0.134944991	0.934041501	-0.399851988	0.092181706	0.696883497	0.134944991	-1.304420071
YL155	3152.87	20.5	16938.86	10.6	3553.22	12264.22	2632.15	95.82	4819.84	1322.82	14.67	11.8	386.67	47.95173999	1.120830445	11.7745646	1.992038238	69.5413945	24.7190965	295.6313643	5.172636938	152.7612317	9.35607304	1.88321603	3.963340763	74756.34445	1.373839467	0.661214792	0.592266244	0.324231584	1.18179227	-0.446318449	0.84972099	0.752122489	-0.26506362	0.369353294	-0.163586723	-0.113537393	-1.001915966
YL157	1770.78	18.63	11346.28	9.12	2151.61	14545.41	2125.45	76.5	4999.81	1408.9	14.25	8.8	400.67	38.41902257	1.112381255	11.19959373	1.884866205	56.00147857	25.66394861	255.8284905	4.886395762	155.7187835	9.460878574	1.869542849	3.290093019	80267.72445	0.077968503	0.26506362	-0.163586723	0.163586723	-0.092181706	0.163586723	0.049586409	0.149250552	-0.163586723	0.542359867	-0.235836786	-0.945051139	-0.120666995
YL158	1342.65	17.29	10308.12	4.69	1727.88	19132.29	1978.38	38.93	2469.36	1955.31	15.04	10.67	403.6	34.50384526	1.105313685	11.06319868	1.38120712	50.91282281	27.24428865	243.7117946	4.048251763	107.5703125	10.0132829	1.894852045	3.724310284	81445.98	-0.542359867	-0.134944991	-0.446318449	-1.087454134	-0.542359867	1.210756606	-0.294518693	-1.15378684	-1.18179227	1.304420071	-0.134944991	-0.361783097	0.063771035
YL159	1823.3	21.29	13167.92	9.22	2274.66	24802.64	3178.57	76.82	6902.74	2194.57	17.43	15.73	381.13	38.85576211	1.123992756	11.41221499	1.892718462	57.36725819	28.81455673	335.8275307	4.891670399	184.3007054	10.21090797	1.962096397	4.695300046	72629.53845	0.149250552	0.790255566	0.00708093	0.177956597	0.063771035	2.280148711	1.693315232	0.177956597	0.369353294	1.636691647	0.324231584	0.956176539	-1.196149002
YL160	2257.48	18.81	11168.37	5.12	2712.4	18556.13	2220.73	59.98	5785.25	1005.44	7.61	8.63	394.03	42.19126723	1.113260755	11.1770954	1.450518874	61.90360825	27.06410218	263.5318465	4.581028613	168.0616541	8.905378299	1.545205863	3.247778367	77629.32045	0.6436938	0.324231584	-0.192363314	-0.89108913	0.575472548	1.100334419	0.163586723	-0.279760815	0.120666995	-0.446318449	-1.536998056	-1.01368211	-0.558839611
YL162	1485.64	18.32	9188.86	6.95	1919.87	18019.86	2130.04	54.68	8307.24	1196.41	8.64	10.53	394.1	35.89025828	1.110829814	10.90047334	1.685054884	53.29957322	26.8922212	256.2021479	4.465952262	202.9996693	9.190055538	1.615549781	3.693581677	77656.905	-0.324231584	0.163586723	-0.715053038	-0.235836786	-0.354233577	0.912354903	0.063771035	-0.446318449	0.752122489	0.049586409	-1.210756606	-0.415240161	-0.542359867
YL163	2795.59	23.56	17059.24	18.28	3489.31	15771.46	2329.56	137.29	5848.98	1308.88	24.89	13.13	388.1	45.79742279	1.131999846	11.78480422	2.360988758	69.00069291	26.12243915	272.1995794	5.637046019	169.0265078	9.338506809	2.113453485	4.226530627	75310.305	1.126658238	1.100334419	0.6436938	1.271952968	1.126658238	0.384557925	0.294518693	1.492404178	0.134944991	0.324231584	0.901671045	0.294518693	-0.934041501
YL164	2079.22	22.74	18287.63	18.83	2678.1	14833.2	2650.71	118.71	5201.77	994.64	13.92	13.33	399.53	40.87626043	1.129275083	11.88549107	2.380216613	61.56435317	25.77433729	297.0390193	5.448179781	158.9770738	8.887813758	1.858431957	4.264603768	79811.61045	0.354233577	0.978790275	0.89108913	1.411178153	0.509831534	0.221300119	0.89108913	1.210756606	-0.120666995	-0.526026123	-0.294518693	0.384557925	-0.206810069
YL166	2112.83	21.32	13213.49	6.16	2320.27	18500.34	1936.8	51.95	2496.94	1234.82	33.21	10.1	393.07	41.12956071	1.124108644	11.41716258	1.593712549	57.86250647	27.04641205	240.2332493	4.402491159	108.2004415	9.242160184	2.225305137	3.597527508	77251.51245	0.430727299	0.809758313	0.035411754	-0.415240161	0.149250552	1.074751777	-0.354233577	-0.542359867	-1.126658238	0.134944991	1.338323635	-0.534175181	-0.6436938
YL167	1055.65	17.41	7943.55	9.74	1452.27	10729.57	2001.91	60.77	8346.86	1107.62	13.82	12.83	427.83	31.40541004	1.105986807	10.69531104	1.932032505	47.19782833	23.99869471	245.6696831	4.597351411	203.50401	9.063392046	1.854998169	4.168716013	91518.75445	-0.956176539	-0.092181706	-0.978790275	0.250423463	-0.84972099	-0.956176539	-0.192363314	-0.26506362	0.829574037	-0.221300119	-0.324231584	0.192363314	1.755955277
YL168	1584.61	22.05	10886.51	4.87	1998.47	15453.18	1681.2	46.58	7664.32	1106.05	8.72	10.1	403.93	36.80056998	1.126840122	11.14073585	1.411074954	54.23633957	26.00630453	218.2824805	4.267877475	194.6468008	9.061068528	1.620559812	3.597527508	81579.22245	-0.221300119	0.934041501	-0.279760815	-0.978790275	-0.235836786	0.339194414	-0.84972099	-0.752122489	0.575472548	-0.235836786	-1.18179227	-0.534175181	0.085072957
YL169	1373.89	16.76	8635.9	13.17	1880.01	12368.18	1398.73	89.31	8901.59	902.59	8.16	7.77	410.8	34.81451858	1.102236234	10.81290082	2.142593745	52.81593845	24.76516908	192.7049291	5.082826978	210.4475799	8.730469062	1.584186787	3.025070662	84377.82	-0.493769569	-0.324231584	-0.84972099	0.68788465	-0.430727299	-0.399851988	-1.304420071	0.575472548	1.025590291	-0.715053038	-1.338323635	-1.373839467	0.558839611
YL170	2329.29	25.76	15751.88	8.07	2645.87	12600.16	2112.41	62.34	11059.31	1831.56	12.83	16.93	390.83	42.70222838	1.13852683	11.66967393	1.795917916	61.24325036	24.86684338	254.7655011	4.629202932	235.6469225	9.902063709	1.819187015	4.894891761	76373.54445	0.661214792	1.210756606	0.477833997	0.00708093	0.493769569	-0.294518693	0.02124421	-0.177956597	1.536998056	1.15378684	-0.558839611	1.196149002	-0.809758313
YL171	2750.84	21.09	14801.38	23.64	3417.37	11521.88	2332.26	141.66	8136.62	1146.74	12.03	9.33	395.6	45.5154228	1.123212524	11.580044	2.524994332	68.38508458	24.38046297	272.4129135	5.677938472	200.8143652	9.120320693	1.787555952	3.418737619	78249.18	1.001915966	0.742759799	0.339194414	1.636691647	1.074751777	-0.752122489	0.309340999	1.636691647	0.715053038	-0.077968503	-0.696883497	-0.771048869	-0.462018859
YL173	1269.48	18.08	9629.7	11.38	1603.76	14992.13	2011.82	73.2	4233.14	1042.43	15.99	10.13	415.9	33.75764657	1.109595558	10.96672975	2.041814944	49.28621583	25.83454808	246.4920194	4.830749216	142.7285822	8.96423596	1.923119547	3.60431326	86485.905	-0.6436938	0.092181706	-0.592266244	0.446318449	-0.661214792	0.26506362	-0.177956597	0.063771035	-0.446318449	-0.369353294	0.049586409	-0.509831534	0.956176539
YL180	3485.57	21.61	23964.67	9.05	3964.95	20213.61	3966.08	87.11	2573.62	1647.24	24.23	15.47	375	49.82159564	1.125213813	12.27950722	1.87931057	72.89575981	27.57077578	389.9827575	5.051071212	109.9349076	9.722718617	2.102559088	4.650776008	70312	1.584876705	0.870218897	1.450595047	0.134944991	1.536998056	1.373839467	2.533299536	0.509831534	-1.100334419	0.84972099	0.829574037	0.89108913	-1.584876705
YL181	1692.12	18.69	12931.35	13.17	2078.48	20361.88	2857.87	91.25	3055.88	1449.51	14.62	14.83	415.8	37.74914511	1.112676131	11.38626255	2.142593745	55.16805029	27.6144202	312.5386175	5.110221625	120.3145329	9.508271122	1.881614748	4.539090902	86444.32	-0.120666995	0.279760815	-0.035411754	0.68788465	-0.177956597	1.411178153	1.271952968	0.626368225	-0.956176539	0.592266244	-0.177956597	0.742759799	0.934041501
YL183	1780.35	18.1	9712.44	13.65	2294	17288.13	2025.08	100.65	6912.53	871.44	7.54	11.4	404.2	38.49921459	1.109699548	10.97883916	2.166958564	57.57796041	26.65079721	247.5902693	5.235613507	184.4371091	8.673828645	1.539985907	3.880480657	81688.32	0.120666995	0.106413557	-0.575472548	0.809758313	0.106413557	0.733461771	-0.134944991	0.870218897	0.399851988	-0.89108913	-1.636691647	-0.228562415	0.113537393
YL185	1772.37	19.56	10865.91	5.06	2082.59	17393.02	2664.93	49.3	9627.24	1281.89	9.21	14.93	397.8	38.43236517	1.116766675	11.13804308	1.441257176	55.21534033	26.68591248	298.1153317	4.337796733	219.2220595	9.303995823	1.650011626	4.556743089	79121.92	0.092181706	0.50178437	-0.294518693	-0.912354903	-0.163586723	0.752122489	0.934041501	-0.592266244	1.210756606	0.26506362	-1.100334419	0.790255566	-0.279760815
YL187	3227.3	24.63	26225.18	7.69	3694.07	10890.49	3079.85	80.82	9881.61	1211.69	15.58	17.53	376.9	48.38062194	1.135306609	12.41177517	1.760397429	70.71329771	24.07806035	328.7441506	4.955905268	222.2216973	9.210967151	1.911191249	4.991289475	71026.305	1.411178153	1.18179227	1.755955277	-0.049586409	1.304420071	-0.934041501	1.536998056	0.309340999	1.304420071	0.077968503	-0.035411754	1.321182026	-1.411178153
YL188	3141.39	19.99	15839.79	25.46	4140.86	9664.1	2478.47	175.83	11935.48	1028.16	16.8	13.2	387.27	47.88501561	1.118668703	11.67769888	2.571150867	74.26670062	23.44706895	283.8478238	5.961829738	245.1912148	8.941763423	1.945571877	4.239898332	74988.52645	1.338323635	0.592266244	0.493769569	1.693315232	1.584876705	-1.304420071	0.509831534	2.002809497	1.755955277	-0.399851988	0.250423463	0.324231584	-0.978790275
YL192	2375.95	19.06	14746.01	14.28	2956.1	13453.76	2422.84	110.96	8005.38	1107.82	13.01	14.7	393.23	43.02885998	1.114457227	11.57465347	2.197484821	64.24485232	25.22822727	279.5238013	5.360992562	199.1183268	9.063687816	1.825956557	4.516028379	77314.41645	0.733461771	0.384557925	0.324231584	0.880606067	0.715053038	-0.120666995	0.415240161	1.074751777	0.696883497	-0.206810069	-0.526026123	0.678941165	-0.626368225
YL194	2623.89	21.73	16365.51	15.48	3276.37	19287.14	2719.41	120.08	9318.6	1855.88	13.73	18.8	381.13	44.69911342	1.125663282	11.72481348	2.251568557	67.15616494	27.29195667	302.2216566	5.463029705	215.5305163	9.924461586	1.851880412	5.188553446	72629.53845	0.89108913	0.912354903	0.526026123	1.025590291	0.956176539	1.271952968	1.100334419	1.271952968	1.18179227	1.210756606	-0.354233577	1.584876705	-1.196149002
YL195	2405.26	17.49	16915.02	5.28	2844.97	16476.21	2671.79	62.88	1999.21	1203.05	16.71	9.67	393.97	43.23194542	1.106430893	11.77252844	1.47461979	63.19178538	26.37290568	298.6338929	4.639983029	96.25104971	9.199173108	1.943146399	3.498809232	77605.68045	0.790255566	-0.070867983	0.575472548	-0.790255566	0.678941165	0.542359867	0.956176539	-0.163586723	-1.411178153	0.063771035	0.221300119	-0.65242926	-0.575472548
YL199	2094.85	18.96	20327.09	6.11	2365.84	10347.45	2498.75	61.38	8841.78	1058.45	11.18	12.87	402.9	40.99437825	1.113982077	12.03910126	1.587483966	58.35167084	23.80624873	285.4162298	4.609818313	209.7091952	8.989126192	1.750849137	4.176474453	81163.705	0.384557925	0.369353294	1.18179227	-0.430727299	0.206810069	-1.15378684	0.558839611	-0.235836786	0.978790275	-0.294518693	-0.84972099	0.206810069	0.049586409
YL200	1763.01	17.83	10292.81	4.13	2100.74	12824.76	2341.22	46.29	8332.28	1353.57	9.26	10.67	407.17	38.35370971	1.108277826	11.06108989	1.279124365	55.42352637	24.9638313	273.1202882	4.260196336	203.3185495	9.394221439	1.652903688	3.724310284	82893.20445	0.035411754	0.042498014	-0.462018859	-1.304420071	-0.149250552	-0.235836786	0.339194414	-0.771048869	0.790255566	0.462018859	-1.049853854	-0.361783097	0.324231584
YL202	1374.54	16.52	11366.09	14.11	1824.36	13071.01	2602.31	95.35	1484.75	1299.09	15.34	10.97	412.63	34.82093447	1.100783788	11.20207785	2.189402214	52.13058633	25.06858086	293.3613629	5.16634932	82.26318337	9.32606586	1.904020466	3.789295854	85131.25845	-0.477833997	-0.415240161	-0.149250552	0.839604913	-0.446318449	-0.192363314	0.733461771	0.733461771	-1.693315232	0.279760815	-0.077968503	-0.279760815	0.661214792
YL204	4741.71	20.13	27775.22	15.11	4956.04	13814.24	3675.92	129.88	2296.59	1173.13	24.65	12.93	380.17	55.99927209	1.119272025	12.49627354	2.235421049	80.21255558	25.37521544	370.4790661	5.564805957	103.5430015	9.157713205	2.109535195	4.188083123	72264.11445	2.280148711	0.6436938	2.002809497	0.978790275	2.002809497	-0.00708093	2.280148711	1.373839467	-1.271952968	-0.00708093	0.870218897	0.243123658	-1.271952968
YL205	2128.81	21.2	17371.94	14.57	2515.02	17629.07	3346.15	101.11	2600.37	2005.89	17.99	14.73	401.53	41.24909041	1.123643306	11.81108136	2.211021033	59.91556948	26.7643072	347.6892242	5.241461316	110.5340882	10.05686675	1.976154587	4.521362092	80612.67045	0.477833997	0.771048869	0.733461771	0.934041501	0.354233577	0.84972099	1.907180829	0.89108913	-1.074751777	1.411178153	0.384557925	0.696883497	-0.063771035
YL206	2754.39	21.71	20484.15	14.93	3214.33	22617.48	3413	117.32	3053.42	1746.96	21.8	15.83	401.5	45.53790036	1.125588684	12.05030785	2.227400501	66.60564893	28.24820482	352.3664697	5.432946431	120.2636839	9.821935531	2.058907998	4.712298769	80600.625	1.025590291	0.89108913	1.240773954	0.956176539	0.934041501	1.826356298	2.002809497	1.15378684	-0.978790275	1.049853854	0.715053038	1.001915966	-0.077968503
YL207	1738.29	12.24	12076.05	5.16	2000.87	13849.69	2435.28	45.35	4124.29	883.81	10.39	10.2	407.53	38.14468701	1.066368133	11.28846165	1.456624375	54.26460139	25.38949998	280.4935376	4.234982069	140.7948259	8.696543034	1.713372813	3.620096638	83039.85045	-0.035411754	-1.636691647	-0.063771035	-0.870218897	-0.221300119	0.00708093	0.462018859	-0.89108913	-0.509831534	-0.809758313	-0.912354903	-0.493769569	0.339194414
YL208	1055.97	15.15	8018.49	10.63	1434.81	16328.78	1731.47	67.06	1367.65	632.79	13.07	6.7	404.2	31.40914818	1.091697201	10.70850514	1.994029556	46.94909017	26.32124616	222.6814728	4.720583562	78.76459215	8.164150991	1.828186436	2.724631949	81688.32	-0.934041501	-0.715053038	-0.956176539	0.339194414	-0.870218897	0.509831534	-0.752122489	-0.077968503	-1.826356298	-2.002809497	-0.509831534	-1.907180829	0.113537393
YL209	1750.42	17.79	18720.51	5.76	1964.9	16544.84	2381.9	46.1	1576	1661.28	18.84	13	410.73	38.24748931	1.108063869	11.91942751	1.5421768	53.83893036	26.39682449	276.320824	4.255139142	84.89785886	9.737020152	1.996454068	4.201582923	84349.06645	-0.00708093	0.02124421	0.934041501	-0.575472548	-0.26506362	0.592266244	0.384557925	-0.829574037	-1.636691647	0.870218897	0.509831534	0.279760815	0.542359867
YL210	1036.45	11.42	8435.4	4.32	1178.99	14127.72	1736.08	28.44	1199.46	975.66	13.99	7.1	418.73	31.17978333	1.057136784	10.77980883	1.315453722	43.08086401	25.5005044	223.0827741	3.668972416	73.47532311	8.856511632	1.860816846	2.8403239	87666.90645	-1.001915966	-1.755955277	-0.870218897	-1.15378684	-1.210756606	0.092181706	-0.733461771	-1.693315232	-2.121279302	-0.558839611	-0.279760815	-1.536998056	1.15378684
