Al	B	Ca	Cu	Fe	K	Mg	Mn	Na	P	Zn	N	C	Albox	Bbox	Cabox	Cubox	Febox	Kbox	Mgbox	Mnbox	Nabox	Pbox	Znbox	Nbox	Cbox	Alnorm	Bnorm	Canorm	Cunorm	Fenorm	Knorm	Mgnorm	Mnnorm	Nanorm	Pnorm	Znnorm	Nnorm	Cnorm
YL213	1756.24	18.5	16591.9	30.21	2190.75	17829.91	2612.06	94.68	2494.53	1609.81	216.02	13.77	408.63	38.29665247	1.1117364	11.74465533	2.675692786	56.44074789	26.83033358	294.1040018	5.157335239	108.1455141	9.684030277	2.766873597	4.347091636	83488.73845	0.00708093	0.235836786	0.542359867	2.121279302	-0.035411754	0.89108913	0.790255566	0.715053038	-1.15378684	0.809758313	2.533299536	0.51791185	0.399851988
YL214	1592.17	19.07	18271.58	14.28	1314.03	10644.77	1589.91	87.3	4910.1	2232.37	16.02	13.3	415.33	36.86859397	1.114504493	11.88421799	2.197484821	45.17786819	23.95647806	210.1820545	5.053843517	154.2510777	10.24028103	1.923976927	4.258916297	86249.00445	-0.206810069	0.399851988	0.84972099	0.880606067	-1.049853854	-0.978790275	-0.978790275	0.526026123	-0.192363314	1.693315232	0.063771035	0.361783097	0.870218897
YL215	1084.03	14.77	8921.8	9.09	1422.35	15933.25	1928.87	61.77	7966.38	1179.53	11.62	12.47	413.97	31.73416064	1.088906771	10.85883128	1.882491235	46.77049942	26.18073844	239.5670685	4.617727673	198.6117365	9.166663617	1.770280299	4.098180456	85685.08045	-0.89108913	-0.870218897	-0.790255566	0.149250552	-0.912354903	0.462018859	-0.369353294	-0.206810069	0.678941165	0.035411754	-0.752122489	0.106413557	0.780616221
YL216	2224.09	17.11	24158.4	6.26	2342.49	10487.31	2324.83	55.74	3566.15	864.88	17.79	12.4	401.77	41.95014043	1.104287936	12.29130339	1.605997366	58.10171838	23.87735174	271.8256544	4.489787815	130.4661896	8.661660952	1.971199008	4.08431383	80709.06645	0.609228667	-0.163586723	1.536998056	-0.399851988	0.163586723	-1.049853854	0.279760815	-0.384557925	-0.752122489	-0.956176539	0.369353294	0.063771035	-0.00708093
YL221	533.9	12.75	7624.39	5.35	662.89	11313.99	1918.58	46.2	1612.11	1128.32	12.9	8.93	438.8	23.95227557	1.071563161	10.63774381	1.484901588	33.39969794	24.28242828	238.7012916	4.257803276	85.92002934	9.093743999	1.821834	3.322098288	96272.22	-1.755955277	-1.373839467	-1.100334419	-0.696883497	-2.002809497	-0.790255566	-0.384557925	-0.790255566	-1.584876705	-0.163586723	-0.542359867	-0.901671045	2.280148711
YL222	1440.54	15.71	15135.03	12.02	1789.33	14244.77	1799.06	82.87	2067.66	769.74	12.62	8.43	424.27	35.46255473	1.095585281	11.61212141	2.07981657	51.69289308	25.54670192	228.5307842	4.987668591	97.97358541	8.47481938	1.811133638	3.197305197	90002.01645	-0.384557925	-0.60072585	0.415240161	0.526026123	-0.477833997	0.106413557	-0.509831534	0.399851988	-1.338323635	-1.338323635	-0.592266244	-1.126658238	1.411178153
YL223	937.89	12.49	7550.01	4.24	1055.9	10214.03	1171.25	32.77	6968.2	781.05	9.72	9.67	432.53	29.97736983	1.068962861	10.62399493	1.30038523	41.04332204	23.7376816	170.850289	3.83937403	185.210988	8.498121392	1.678604823	3.498809232	93540.60045	-1.100334419	-1.492404178	-1.126658238	-1.210756606	-1.450595047	-1.18179227	-1.755955277	-1.584876705	0.430727299	-1.271952968	-0.978790275	-0.65242926	1.907180829
YL229	1520.96	16.86	18994.69	7.89	1309.88	17818.38	3241.47	45.08	3326.93	1426.68	23.8	19.77	409.47	36.21945374	1.102830327	11.94053396	1.77933739	45.1153507	26.82655962	340.3031863	4.227648241	125.801035	9.481782369	2.095254407	5.333524129	83832.34045	-0.279760815	-0.26506362	0.978790275	-0.035411754	-1.074751777	0.870218897	1.755955277	-0.912354903	-0.870218897	0.575472548	0.809758313	1.907180829	0.45415466
YL230	1398.86	17.06	13872.8	5.63	1404.15	7328.11	1564.05	38.44	7523.5	791.7	16.96	15.2	419.97	35.05960695	1.103999519	11.48696445	1.524536974	46.50798574	22.03679743	207.859984	4.032825711	192.7725544	8.519778613	1.949842974	4.60402779	88186.90045	-0.430727299	-0.199581485	0.177956597	-0.6436938	-0.934041501	-1.907180829	-1.074751777	-1.18179227	0.542359867	-1.210756606	0.279760815	0.84972099	1.210756606
YL232	1821.38	18.59	21192.47	17.5	2369.61	13784.51	2477.4	104.27	3216.3	1265.92	27.03	16.93	413.97	38.83993862	1.112183711	12.09984228	2.332550148	58.39189182	25.36321258	283.7649562	5.280965817	123.5888116	9.283256196	2.146378589	4.894891761	85685.08045	0.134944991	0.250423463	1.304420071	1.18179227	0.221300119	-0.02124421	0.493769569	0.978790275	-0.89108913	0.192363314	1.074751777	1.196149002	0.780616221
YL233	2234.61	15.8	14725.12	15.51	2551.04	11199.14	1737.9	108.27	8572.02	696.41	14.21	12.1	400.53	42.02635906	1.09618677	11.57261467	2.252858353	60.28499826	24.22763354	223.2411094	5.329378043	206.3484586	8.315529151	1.868213731	4.024308994	80211.64045	0.626368225	-0.558839611	0.309340999	1.049853854	0.384557925	-0.829574037	-0.715053038	1.025590291	0.89108913	-1.693315232	-0.250423463	-0.02124421	-0.134944991
YL234	2176.17	19.56	25233.05	11.95	1032.71	18474.8	1743.02	72.91	4903.81	1505	32.03	20.9	409.33	41.60000748	1.116766675	12.35513018	2.075774659	40.64414154	27.03829912	223.6862452	4.825746205	154.1476854	9.571071403	2.211767302	5.496757188	83775.02445	0.526026123	0.50178437	1.636691647	0.509831534	-1.492404178	1.049853854	-0.678941165	0.049586409	-0.206810069	0.6436938	1.240773954	2.121279302	0.430727299
YL235	400.96	10.7	5855.93	2.64	467.43	11192.35	1194.85	21.85	4112.1	522.02	8.63	7.67	441.83	21.32879128	1.047978278	10.26941333	0.904169899	28.5604942	24.22437965	173.1784804	3.355465095	140.5767382	7.863146807	1.614919346	2.998164192	97606.37445	-2.121279302	-2.280148711	-1.826356298	-2.121279302	-2.280148711	-0.84972099	-1.636691647	-2.280148711	-0.526026123	-2.121279302	-1.240773954	-1.411178153	2.533299536
YL236	3232.93	18.35	23172.91	10.57	3454.44	16545.38	2254.96	92.16	2730.86	1632.47	24.89	17.03	388.5	48.41280493	1.110982033	12.23032367	1.990040438	68.70323749	26.39701237	266.2727742	5.122882349	113.4151707	9.707550655	2.113453485	4.911108751	75465.625	1.450595047	0.185155152	1.411178153	0.309340999	1.100334419	0.609228667	0.221300119	0.6436938	-1.049853854	0.829574037	0.901671045	1.256210811	-0.89108913
YL237	2149.85	17.52	20454.92	7.66	2301.24	12457.85	1997.09	57.33	3603.42	1140.55	23.39	13.63	415.6	41.4055973	1.106596475	12.0482285	1.757507693	57.65657043	24.80465434	245.2692359	4.524749009	131.1792237	9.111434209	2.088130147	4.321031533	86361.18	0.493769569	-0.049586409	1.210756606	-0.070867983	0.134944991	-0.339194414	-0.206810069	-0.339194414	-0.733461771	-0.092181706	0.790255566	0.446318449	0.912354903
YL239	1886.71	14.75	18103.09	10.95	2212.28	11723.49	2507.2	81.67	4012.58	840.21	13.48	8.8	406.03	39.37247519	1.088756292	11.87078813	2.014877072	56.68042628	24.47416076	286.0685015	4.969166899	138.7844314	8.615120954	1.843080674	3.290093019	82429.68045	0.206810069	-0.89108913	0.829574037	0.399851988	-0.00708093	-0.696883497	0.626368225	0.324231584	-0.575472548	-1.049853854	-0.415240161	-0.945051139	0.250423463
YL242	2622.85	16.89	16656.38	18.63	3050.66	9312.58	2777.82	123.88	3679.82	1100.84	15.95	9.13	395.07	44.6923229	1.103007308	11.750259	2.373300168	65.12282542	23.25412326	306.5944001	5.503395572	132.6298189	9.05333597	1.921973159	3.370757933	78039.65245	0.870218897	-0.250423463	0.558839611	1.373839467	0.829574037	-1.492404178	1.15378684	1.304420071	-0.696883497	-0.250423463	0.035411754	-0.84972099	-0.509831534
YL243	1853.55	16.57	17960.08	6.72	2123.88	16740.67	3081.51	49.03	6907.18	939.78	12.4	9.93	400.17	39.10367104	1.101089531	11.85929451	1.659743512	55.68743062	26.46463046	328.8638681	4.331021594	184.3625794	8.795759168	1.802510381	3.558828252	80067.51445	0.177956597	-0.399851988	0.790255566	-0.279760815	-0.106413557	0.661214792	1.584876705	-0.609228667	0.384557925	-0.6436938	-0.6436938	-0.575472548	-0.163586723
YL245	3099.38	19.19	24654.05	8.32	3287.9	17476.03	2579.66	71.03	3659.61	1501.5	18.87	14.23	388.53	47.63950656	1.115068194	12.321074	1.818255037	67.25780411	26.71357987	291.6326303	4.792848801	132.2475223	9.567174434	1.997148975	4.431538166	75477.28045	1.304420071	0.415240161	1.584876705	0.049586409	0.978790275	0.771048869	0.661214792	0.00708093	-0.715053038	0.626368225	0.542359867	0.592266244	-0.870218897
YL246	2760.6	17.21	20153.75	8.04	2903.45	13022.4	2744.6	65.34	4872.33	1041.15	16.56	10.57	391.2	45.57717577	1.104860202	12.02663593	1.793184157	63.74887913	25.04803213	304.1111865	4.688009746	153.6292646	8.962231916	1.939066485	3.702387921	76518.22	1.049853854	-0.149250552	1.126658238	-0.014162215	0.696883497	-0.206810069	1.126658238	-0.120666995	-0.221300119	-0.384557925	0.192363314	-0.399851988	-0.771048869
YL247	1847.41	18.47	17092.31	7.27	2167.69	17478.87	2629.51	52.14	3490.11	1384.15	18.24	17.03	398.9	39.053562	1.111586417	11.78760501	1.71871437	56.18250539	26.71452454	295.430874	4.40700886	129.000162	9.431368196	1.982250641	4.911108751	79560.105	0.163586723	0.206810069	0.678941165	-0.134944991	-0.077968503	0.790255566	0.829574037	-0.51791185	-0.771048869	0.509831534	0.415240161	1.256210811	-0.250423463
YL248	1157.21	12.94	10911.83	6.36	1378.94	10164.48	2501.22	47.55	4053.81	996.72	8	8.57	404.53	32.55724076	1.073403273	11.14403891	1.618058891	46.14105495	23.71202983	285.6069684	4.293244827	139.5295416	8.891210298	1.573202546	3.23271603	81821.76045	-0.829574037	-1.338323635	-0.26506362	-0.369353294	-0.978790275	-1.210756606	0.592266244	-0.696883497	-0.542359867	-0.509831534	-1.411178153	-1.074751777	0.177956597
YL249	1730.72	18.22	20317.05	7.42	1934.11	18174.21	3020.63	47.65	3777.09	1349.54	18.56	16.13	399.2	38.08029837	1.11031913	12.03838205	1.7339115	53.47092787	26.94211734	324.4593308	4.295832117	134.4557633	9.389267977	1.989899082	4.76288474	79679.82	-0.063771035	0.134944991	1.15378684	-0.120666995	-0.324231584	0.956176539	1.450595047	-0.678941165	-0.661214792	0.446318449	0.462018859	1.049853854	-0.221300119
YL250	1964.64	15.48	14230.76	6.57	2259.72	12221.99	2486.02	52.92	3939.29	1332.1	16.21	8.23	413.57	39.99252557	1.094019315	11.52353634	1.642694094	57.20377458	24.7002897	284.4322116	4.425393461	137.4507352	9.3676719	1.929359618	3.146056868	85519.57245	0.294518693	-0.6436938	0.279760815	-0.301921554	0.035411754	-0.477833997	0.526026123	-0.477833997	-0.609228667	0.384557925	0.120666995	-1.210756606	0.733461771
YL251	1934.24	15.85	17070.12	10.79	2279.98	11482.47	2600.93	75.38	7231.85	1169.68	13.21	11.4	396.83	39.75255122	1.096518249	11.78572626	2.004542057	57.42532169	24.36199042	293.2561774	4.867768693	188.8361025	9.152869527	1.833338833	3.880480657	78736.52445	0.26506362	-0.509831534	0.661214792	0.369353294	0.077968503	-0.771048869	0.715053038	0.106413557	0.477833997	-0.035411754	-0.493769569	-0.228562415	-0.384557925
YL252	2474.12	18.84	20678.15	7.2	2630.81	14724.65	2692.5	59.6	7763.17	1309.22	13.55	11.87	376.17	43.70292348	1.113405854	12.06403662	1.71149867	61.09242609	25.73290832	300.1967667	4.57310456	195.9525195	9.338937319	1.845565562	3.977654946	70751.43445	0.829574037	0.339194414	1.271952968	-0.149250552	0.477833997	0.206810069	1.049853854	-0.309340999	0.609228667	0.339194414	-0.399851988	-0.092181706	-1.536998056
YL253	1583.15	15.84	11935.05	12.12	1900.72	15075.69	1651.15	82.01	5630.9	871.1	17.13	14.77	400.07	36.78740919	1.096452106	11.27170156	2.085544084	53.06795973	25.86599526	215.6323311	4.974435021	165.7033234	8.673200098	1.954324777	4.528462865	80027.50245	-0.235836786	-0.526026123	-0.077968503	0.558839611	-0.399851988	0.294518693	-0.89108913	0.354233577	0.077968503	-0.912354903	0.309340999	0.715053038	-0.177956597
YL256	1554.55	14.58	10704.23	13.27	1925.57	8455.46	1849.61	86.47	8834.16	764.46	10.63	8.57	407.6	36.52802228	1.087462096	11.11673654	2.147752955	53.36825207	22.75733423	232.858501	5.041690645	209.6149492	8.463831814	1.725134405	3.23271603	83068.38	-0.26506362	-0.934041501	-0.339194414	0.733461771	-0.339194414	-1.636691647	-0.446318449	0.493769569	0.956176539	-1.373839467	-0.89108913	-1.074751777	0.354233577
YL257	1673	16.72	14291.54	5.93	1934.33	12007.9	1780.05	46.17	13332.31	968.28	8.5	12.07	391.73	37.58332273	1.10199679	11.52965804	1.564566593	53.47356942	24.60411849	226.8930214	4.257004609	259.7321624	8.844187355	1.606637488	4.018256172	76725.69645	-0.149250552	-0.354233577	0.294518693	-0.493769569	-0.294518693	-0.575472548	-0.575472548	-0.809758313	2.280148711	-0.609228667	-1.304420071	-0.042498014	-0.696883497
YL258	1225.4	13.59	11814.03	4.69	1399.23	12107.07	1988.72	36.49	5972.82	756.1	9.1	10.93	416.93	33.29475966	1.079343799	11.25716378	1.38120712	46.4366795	24.64883986	244.5731008	3.969534303	170.8869873	8.446289714	1.643577629	3.780697614	86914.81245	-0.715053038	-1.15378684	-0.106413557	-1.087454134	-0.956176539	-0.542359867	-0.235836786	-1.411178153	0.177956597	-1.450595047	-1.126658238	-0.294518693	0.978790275
YL259	2881.66	17.7	17056.48	27.13	3620.29	9327.57	2160.31	177.24	8885.9	1023.69	12.81	11.57	371.57	46.33180178	1.107579256	11.78457023	2.610286388	70.10275349	23.26247199	258.6597697	5.972386564	210.2541116	8.934664368	1.818427331	3.915920784	69031.63245	1.15378684	0.00708093	0.626368225	1.907180829	1.210756606	-1.450595047	0.106413557	2.121279302	1.001915966	-0.415240161	-0.575472548	-0.177956597	-1.693315232
YL260	1868.14	15.49	26313	12.78	2171.95	12506.87	2678.01	79.25	2452.29	989.26	19.68	12.2	411.67	39.22231715	1.094088278	12.41668942	2.122034185	56.23033241	24.82614138	299.1036986	4.931059514	107.1786033	8.878997755	2.01539287	4.044415723	84735.59445	0.192363314	-0.626368225	1.907180829	0.6436938	-0.063771035	-0.324231584	1.001915966	0.26506362	-1.210756606	-0.542359867	0.626368225	0.00708093	0.6436938
YL261	1361.04	12.47	13929.04	13.31	1796.47	6753.61	1698.75	85.99	8407.28	687.93	5.94	9.47	397.17	34.68728113	1.068758762	11.49277005	2.149804153	51.78250963	21.63395374	219.8230632	5.034612013	204.2709003	8.296113007	1.400439803	3.451931611	78871.50445	-0.526026123	-1.536998056	0.206810069	0.752122489	-0.462018859	-2.533299536	-0.809758313	0.462018859	0.84972099	-1.755955277	-2.002809497	-0.733461771	-0.324231584
YL262	3921.88	21.09	28561.75	26.01	4184.05	12586.16	2390.58	147.11	6527.95	1136.07	28.72	15	377.3	52.10823906	1.123212524	12.53742969	2.584357506	74.59807023	24.86075104	277.0014072	5.727296459	179.0065238	9.104974624	2.170103549	4.569054479	71177.145	1.826356298	0.742759799	2.121279302	1.755955277	1.636691647	-0.309340999	0.399851988	1.755955277	0.309340999	-0.134944991	1.126658238	0.829574037	-1.373839467
YL263	3042.21	18.49	19140.39	18.31	3205.38	11781.87	2603.71	109.2	6281.02	1271.77	19.59	19.23	411.5	47.30196063	1.111686455	11.95163101	2.362054586	66.52571958	24.501046	293.4680542	5.340391191	175.4377908	9.290881449	2.013413717	5.253397711	84665.625	1.240773954	0.221300119	1.001915966	1.304420071	0.912354903	-0.661214792	0.752122489	1.049853854	0.250423463	0.221300119	0.609228667	1.636691647	0.609228667
YL264	2211.36	14.16	13518.32	5.34	2267.83	7211.77	1549.45	52.36	7128.93	792.86	13.67	11.43	406.3	41.85760135	1.084143932	11.44984216	1.483442248	57.2925978	21.95736405	206.5434448	4.412220465	187.428709	8.522121143	1.849787313	3.886759347	82539.345	0.575472548	-1.037645711	0.120666995	-0.724226725	0.049586409	-2.002809497	-1.126658238	-0.493769569	0.446318449	-1.18179227	-0.369353294	-0.206810069	0.279760815
YL266	3671.6	18.75	26237.55	8.41	3663.12	14287.83	2928.46	82.42	4746.12	1316.47	23.05	14.83	373.5	50.81772275	1.112969293	12.41246833	1.826108382	70.45805595	25.56361864	317.7352847	4.980760341	151.5343623	9.348092653	2.082099686	4.539090902	69750.625	1.693315232	0.309340999	1.826356298	0.077968503	1.240773954	0.120666995	1.304420071	0.369353294	-0.324231584	0.354233577	0.771048869	0.742759799	-1.636691647
YL269	1494.84	14.16	13488.64	5.83	1594.65	7079	1564.17	45.71	10374.69	835.9	9.92	6.67	406.73	35.97648329	1.084143932	11.44669161	1.551486851	49.16397277	21.86541882	207.8707881	4.24469651	227.9318665	8.606860028	1.689297568	2.715778118	82714.14645	-0.294518693	-1.037645711	0.106413557	-0.509831534	-0.678941165	-2.121279302	-1.049853854	-0.84972099	1.411178153	-1.126658238	-0.956176539	-2.002809497	0.294518693
YL271	2941.43	19.55	28714.66	16.72	3039.84	12600.5	2802.8	113.53	4203.67	1115.77	19.96	10.73	386.13	46.69691785	1.116721538	12.54530412	2.302617427	65.02317689	24.86699127	308.4552701	5.390526611	142.2074347	9.075404643	2.021476777	3.737400415	74547.68845	1.210756606	0.477833997	2.280148711	1.126658238	0.809758313	-0.279760815	1.210756606	1.126658238	-0.477833997	-0.177956597	0.6436938	-0.331703716	-1.049853854
YL272	2102.43	17.68	13079.96	13.33	2383.58	15926.52	1986.78	83.29	5374.61	1236.25	21.93	14.2	404.47	41.05145847	1.107470956	11.4026183	2.150827099	58.54060835	26.17832306	244.4116137	4.994084344	161.7173063	9.244070802	2.061398484	4.426084692	81797.49045	0.415240161	-0.00708093	-0.00708093	0.771048869	0.250423463	0.446318449	-0.26506362	0.415240161	-0.035411754	0.149250552	0.733461771	0.567136467	0.163586723
YL273	1740.5	16.81	17878.02	11.55	1916.07	20564.02	2960.74	76.4	1681.88	1757.81	25.25	19.43	405.6	38.16345094	1.102534083	11.85265957	2.052144109	53.2537211	27.67350386	320.0979728	4.884743157	87.86414525	9.832411169	2.11924098	5.283240679	82255.18	-0.02124421	-0.301921554	0.771048869	0.485786363	-0.384557925	1.536998056	1.373839467	0.134944991	-1.536998056	1.100334419	0.956176539	1.755955277	0.235836786
YL274	2015.63	14.79	18475.41	5.34	2057.98	13871.13	1782.45	46.91	5864.59	860.62	17.55	12.4	391.1	40.38976221	1.08905688	11.90030634	1.483442248	54.93135547	25.39812467	227.1001025	4.276563238	169.2620627	8.653713341	1.965157178	4.08431383	76479.105	0.324231584	-0.84972099	0.912354903	-0.724226725	-0.192363314	0.02124421	-0.558839611	-0.715053038	0.149250552	-1.001915966	0.339194414	0.063771035	-0.790255566
YL275	1938.99	14.56	16039.89	6.91	2042.97	9419.48	2433.92	47.66	5568.21	849.94	12.44	10.37	409.7	39.79020534	1.087308034	11.69580659	1.680722614	54.75717359	23.31342243	280.3876005	4.296090564	164.7365643	8.633626424	1.804092769	3.658140205	83926.545	0.279760815	-0.956176539	0.509831534	-0.26506362	-0.206810069	-1.411178153	0.446318449	-0.661214792	0.02124421	-1.025590291	-0.626368225	-0.45415466	0.477833997
YL277	2339.52	14.84	17221.5	6.5	2376.6	9778.98	2087.87	54.23	4044.57	876.28	15.18	9.5	402.4	42.77419639	1.089430545	11.79849673	1.634584061	58.46636717	23.50887791	252.7592148	4.45570095	139.3628756	8.682751563	1.899159547	3.459003533	80962.38	0.678941165	-0.819625945	0.715053038	-0.331703716	0.235836786	-1.240773954	-0.049586409	-0.462018859	-0.558839611	-0.870218897	-0.106413557	-0.715053038	0.035411754
YL278	2352.11	17.6	17542.39	21.73	2706.09	13215.04	2291.15	132.09	4834.07	1129.51	18.85	14.43	399.93	42.86249143	1.10703552	11.82521377	2.471946835	61.84138616	25.12910053	269.155877	5.586750927	152.9970044	9.095473095	1.996685861	4.467707278	79971.50245	0.696883497	-0.035411754	0.752122489	1.584876705	0.542359867	-0.177956597	0.250423463	1.411178153	-0.250423463	-0.149250552	0.526026123	0.609228667	-0.192363314
YL279	1377.33	16.98	10067.78	11.45	1580.22	15771.53	2153.61	75.09	3473.12	1244.17	19.26	13.77	410.3	34.84845143	1.103534844	11.02974116	2.046089447	48.96950492	26.12246448	258.1167731	4.862902941	128.6704962	9.254615631	2.00605585	4.347091636	84172.545	-0.446318449	-0.235836786	-0.542359867	0.462018859	-0.696883497	0.399851988	0.092181706	0.092181706	-0.790255566	0.163586723	0.558839611	0.51791185	0.509831534
YL281	834.61	12.55	7138.59	5.72	879.47	8334.45	1842.61	36.9	8804.25	665.83	6.5	7.8	419.83	28.62724913	1.069571612	10.54550808	1.536798252	37.86402922	22.68390553	232.261544	3.983103072	209.244635	8.244446725	1.454256576	3.033099194	88128.11445	-1.240773954	-1.450595047	-1.338323635	-0.609228667	-1.536998056	-1.693315232	-0.462018859	-1.304420071	0.934041501	-1.826356298	-1.755955277	-1.338323635	1.18179227
YL282	622.54	9.63	5911.18	5.23	721.92	6757.08	1136.44	37.62	4577.81	362.74	5.81	4.8	431	25.47531724	1.032089945	10.28245713	1.467179349	34.69195059	21.63646988	167.3879617	4.006589621	148.698293	7.304780331	1.387010842	2.103905247	92880	-1.536998056	-2.533299536	-1.755955277	-0.829574037	-1.826356298	-2.280148711	-1.826356298	-1.271952968	-0.384557925	-2.533299536	-2.121279302	-2.280148711	1.826356298
YL283	4652.41	19.6	32586.88	9.34	4488.25	12408.53	3282.44	96.71	3831.48	1523.68	20.26	15.57	364.2	55.59743784	1.116946803	12.73233339	1.902013082	76.87733025	24.78296573	343.2031237	5.184463748	135.4668644	9.591728681	2.027874997	4.667957107	66320.32	2.002809497	0.542359867	2.533299536	0.199581485	1.693315232	-0.354233577	1.826356298	0.790255566	-0.6436938	0.661214792	0.661214792	0.912354903	-2.002809497
YL284	1769.05	13.34	9081.06	3.91	1890.99	10908.18	1754.18	40.34	9666.99	654.86	7.44	6.2	396.87	38.40449646	1.077121226	10.88380629	1.234582077	52.94975567	24.08672628	224.655022	4.091637449	219.6933122	8.218205721	1.532420071	2.573597046	78752.39845	0.063771035	-1.240773954	-0.752122489	-1.450595047	-0.415240161	-0.912354903	-0.661214792	-1.100334419	1.240773954	-1.907180829	-1.693315232	-2.121279302	-0.361783097
YL285	4638.76	18.31	21948.5	7.66	4542.17	9456.39	2594.74	90.54	8952.45	1055.28	16.31	8.63	369.8	55.53558207	1.110778974	12.15098567	1.757507693	77.27181913	23.33376889	292.7841422	5.100260245	211.0735876	8.984228893	1.93216023	3.247778367	68375.52	1.907180829	0.149250552	1.373839467	-0.070867983	1.755955277	-1.373839467	0.696883497	0.609228667	1.049853854	-0.339194414	0.134944991	-1.01368211	-1.826356298
YL286	4953.75	21.07	26180.1	31.07	5261.23	13424.8	2940.55	225.7	4207.3	1258.23	19.57	11.47	364.93	56.93441638	1.123133761	12.40924642	2.69259519	82.29021401	25.21627906	318.6211885	6.294011236	142.2717228	9.273182588	2.012972322	3.895114488	66586.45245	2.533299536	0.715053038	1.693315232	2.280148711	2.121279302	-0.134944991	1.338323635	2.280148711	-0.462018859	0.177956597	0.592266244	-0.192363314	-1.907180829
YL287	2395.99	14.98	14903.16	13.13	2706.92	8225.72	2250.46	94.59	6209.32	778.64	6.18	8.93	395.73	43.16788657	1.090464746	11.58990235	2.140517453	61.84957552	22.61717902	265.9132234	5.156119798	174.3889002	8.493182484	1.424268737	3.322098288	78300.61645	0.771048869	-0.752122489	0.369353294	0.661214792	0.558839611	-1.826356298	0.206810069	0.696883497	0.206810069	-1.304420071	-1.826356298	-0.901671045	-0.446318449
YL288	2067.36	14.49	17155.31	7.16	2299.55	12138.8	2502.92	65.18	5731.15	878.88	6.15	10.83	392.6	40.78625373	1.086765775	11.79292626	1.707339153	57.6382338	24.6630853	285.7382102	4.684938504	167.2385563	8.687525968	1.421355552	3.759113215	77066.88	0.339194414	-0.978790275	0.696883497	-0.177956597	0.120666995	-0.526026123	0.609228667	-0.134944991	0.106413557	-0.84972099	-1.907180829	-0.309340999	-0.661214792
YL289	3046.87	16.74	19545.34	26.34	3686.25	10523.91	2664.26	173.32	6609.4	1222.67	8.92	12.7	382.67	47.32962543	1.102116642	11.9820519	2.592128498	70.64892525	23.89583031	298.0646616	5.942837326	180.1693094	9.225843121	1.632831216	4.143393261	73217.66445	1.271952968	-0.339194414	1.049853854	1.826356298	1.271952968	-1.001915966	0.912354903	1.907180829	0.324231584	0.106413557	-1.15378684	0.149250552	-1.126658238
